time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,2290,29,119,22
2024-06-10 00:00:00+00:00,2636,91,312,82
2024-06-11 00:00:00+00:00,2890,106,292,69
2024-06-12 00:00:00+00:00,2812,80,413,83
2024-06-13 00:00:00+00:00,2826,122,286,69
2024-06-14 00:00:00+00:00,2119,107,260,67
2024-06-15 00:00:00+00:00,548,14,65,24
2024-06-16 00:00:00+00:00,581,10,116,27
2024-06-17 00:00:00+00:00,1391,46,295,64
2024-06-18 00:00:00+00:00,2853,120,358,77
2024-06-19 00:00:00+00:00,2828,118,427,62
2024-06-20 00:00:00+00:00,2778,128,404,66
2024-06-21 00:00:00+00:00,2098,92,295,53
2024-06-22 00:00:00+00:00,921,19,82,23
