time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-23 00:00:00+00:00,1994,116,608,103
2023-02-24 00:00:00+00:00,2189,109,406,77
2023-02-25 00:00:00+00:00,1928,95,100,30
2023-02-26 00:00:00+00:00,1913,81,105,35
2023-02-27 00:00:00+00:00,2168,107,553,101
2023-02-28 00:00:00+00:00,2246,115,739,123
2023-03-01 00:00:00+00:00,2113,112,670,148
2023-03-02 00:00:00+00:00,2128,110,658,107
2023-03-03 00:00:00+00:00,2291,110,621,104
2023-03-04 00:00:00+00:00,1854,89,146,35
2023-03-05 00:00:00+00:00,1906,93,200,43
2023-03-06 00:00:00+00:00,2077,111,652,116
2023-03-07 00:00:00+00:00,1970,110,816,112
2023-03-08 00:00:00+00:00,1947,112,593,96
