time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-30 00:00:00+00:00,1145,112,585,92
2023-01-31 00:00:00+00:00,1819,130,1022,111
2023-02-01 00:00:00+00:00,1773,121,597,81
2023-02-02 00:00:00+00:00,1849,115,872,117
2023-02-03 00:00:00+00:00,1759,102,363,94
2023-02-04 00:00:00+00:00,1580,84,345,41
2023-02-05 00:00:00+00:00,1569,75,184,34
2023-02-06 00:00:00+00:00,2091,86,901,108
2023-02-07 00:00:00+00:00,1899,99,780,118
2023-02-08 00:00:00+00:00,1832,110,430,97
2023-02-09 00:00:00+00:00,1887,103,591,116
2023-02-10 00:00:00+00:00,1887,110,325,81
2023-02-11 00:00:00+00:00,1623,77,231,39
2023-02-12 00:00:00+00:00,1462,68,169,28
