time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-26 00:00:00+00:00,1724,76,568,77
2022-07-27 00:00:00+00:00,1925,90,738,74
2022-07-28 00:00:00+00:00,1812,82,414,52
2022-07-29 00:00:00+00:00,1792,72,415,50
2022-07-30 00:00:00+00:00,1549,63,29,16
2022-07-31 00:00:00+00:00,1580,60,132,23
2022-08-01 00:00:00+00:00,1714,85,425,62
2022-08-02 00:00:00+00:00,1656,76,581,83
2022-08-03 00:00:00+00:00,1917,78,700,63
2022-08-04 00:00:00+00:00,1859,80,648,63
2022-08-05 00:00:00+00:00,1894,68,481,68
2022-08-06 00:00:00+00:00,1555,63,163,24
2022-08-07 00:00:00+00:00,1694,81,413,32
2022-08-08 00:00:00+00:00,1863,87,752,67
