time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-04 00:00:00+00:00,1580,84,345,41
2023-02-05 00:00:00+00:00,1569,75,184,34
2023-02-06 00:00:00+00:00,2091,86,901,108
2023-02-07 00:00:00+00:00,1899,99,780,118
2023-02-08 00:00:00+00:00,1832,110,430,97
2023-02-09 00:00:00+00:00,1887,103,591,116
2023-02-10 00:00:00+00:00,1887,110,325,81
2023-02-11 00:00:00+00:00,1623,77,231,39
2023-02-12 00:00:00+00:00,1608,71,175,29
2023-02-13 00:00:00+00:00,1985,110,1019,121
2023-02-14 00:00:00+00:00,2202,116,940,103
2023-02-15 00:00:00+00:00,2196,121,796,107
2023-02-16 00:00:00+00:00,1985,121,770,93
2023-02-17 00:00:00+00:00,1949,103,364,80
