time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-20 00:00:00+00:00,2270,86,709,85
2022-07-21 00:00:00+00:00,2128,77,410,69
2022-07-22 00:00:00+00:00,1841,60,301,59
2022-07-23 00:00:00+00:00,1532,52,131,30
2022-07-24 00:00:00+00:00,1562,60,316,27
2022-07-25 00:00:00+00:00,1768,83,538,75
2022-07-26 00:00:00+00:00,1724,76,568,77
2022-07-27 00:00:00+00:00,1925,90,738,74
2022-07-28 00:00:00+00:00,1812,82,414,52
2022-07-29 00:00:00+00:00,1792,72,415,50
2022-07-30 00:00:00+00:00,1549,63,29,16
2022-07-31 00:00:00+00:00,1580,60,132,23
2022-08-01 00:00:00+00:00,1714,85,425,62
2022-08-02 00:00:00+00:00,1524,67,567,78
