time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-11 00:00:00+00:00,1115,356,117,32
2025-08-12 00:00:00+00:00,844,173,116,44
2025-08-13 00:00:00+00:00,830,177,94,39
2025-08-14 00:00:00+00:00,192,25,75,29
2025-08-15 00:00:00+00:00,786,53,78,29
2025-08-16 00:00:00+00:00,1314,51,50,17
2025-08-17 00:00:00+00:00,307,54,22,15
2025-08-18 00:00:00+00:00,992,207,102,39
2025-08-19 00:00:00+00:00,1005,275,40,21
2025-08-20 00:00:00+00:00,1065,197,28,9
2025-08-21 00:00:00+00:00,985,227,78,33
2025-08-22 00:00:00+00:00,1177,156,127,41
2025-08-23 00:00:00+00:00,169,68,14,12
2025-08-24 00:00:00+00:00,175,69,18,11
