time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-31 00:00:00+00:00,393,19,181,53
2024-08-01 00:00:00+00:00,392,29,145,55
2024-08-02 00:00:00+00:00,413,27,166,55
2024-08-03 00:00:00+00:00,364,15,18,12
2024-08-04 00:00:00+00:00,376,11,20,10
2024-08-05 00:00:00+00:00,470,20,157,43
2024-08-06 00:00:00+00:00,458,23,403,54
2024-08-07 00:00:00+00:00,479,28,239,54
2024-08-08 00:00:00+00:00,445,20,200,42
2024-08-09 00:00:00+00:00,462,24,309,53
2024-08-10 00:00:00+00:00,472,16,101,21
2024-08-11 00:00:00+00:00,477,18,119,27
2024-08-12 00:00:00+00:00,494,30,195,53
2024-08-13 00:00:00+00:00,434,20,253,70
