time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-02 00:00:00+00:00,4623,31,183,46
2024-03-03 00:00:00+00:00,4939,50,132,43
2024-03-04 00:00:00+00:00,4596,108,441,85
2024-03-05 00:00:00+00:00,4546,119,628,131
2024-03-06 00:00:00+00:00,4557,88,487,108
2024-03-07 00:00:00+00:00,4553,83,563,114
2024-03-08 00:00:00+00:00,4516,77,315,82
2024-03-09 00:00:00+00:00,4423,30,107,34
2024-03-10 00:00:00+00:00,4441,34,62,21
2024-03-11 00:00:00+00:00,4530,77,533,114
2024-03-12 00:00:00+00:00,4712,109,425,90
2024-03-13 00:00:00+00:00,4739,98,330,98
2024-03-14 00:00:00+00:00,4730,97,360,93
2024-03-15 00:00:00+00:00,4406,92,452,87
