time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-09 00:00:00+00:00,257,63,568,79
2022-09-10 00:00:00+00:00,91,45,126,20
2022-09-11 00:00:00+00:00,84,32,63,23
2022-09-12 00:00:00+00:00,379,68,596,74
2022-09-13 00:00:00+00:00,534,79,583,81
2022-09-14 00:00:00+00:00,476,86,722,86
2022-09-15 00:00:00+00:00,280,83,538,71
2022-09-16 00:00:00+00:00,300,88,372,55
2022-09-17 00:00:00+00:00,2008,152,65,24
2022-09-18 00:00:00+00:00,1033,152,76,23
2022-09-19 00:00:00+00:00,333,83,324,61
2022-09-20 00:00:00+00:00,420,86,414,74
2022-09-21 00:00:00+00:00,392,77,437,81
2022-09-22 00:00:00+00:00,669,79,557,77
