time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-17 00:00:00+00:00,4104,116,437,97
2023-04-18 00:00:00+00:00,4637,121,501,97
2023-04-19 00:00:00+00:00,4853,124,543,123
2023-04-20 00:00:00+00:00,4371,122,425,103
2023-04-21 00:00:00+00:00,3328,107,216,80
2023-04-22 00:00:00+00:00,4033,86,150,35
2023-04-23 00:00:00+00:00,3891,83,143,40
2023-04-24 00:00:00+00:00,3959,108,546,107
2023-04-25 00:00:00+00:00,4480,129,603,120
2023-04-26 00:00:00+00:00,4441,128,768,114
2023-04-27 00:00:00+00:00,4234,120,893,106
2023-04-28 00:00:00+00:00,4360,141,608,114
2023-04-29 00:00:00+00:00,4085,93,88,28
2023-04-30 00:00:00+00:00,3822,87,100,29
