time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-15 00:00:00+00:00,413,143,132,42
2025-07-16 00:00:00+00:00,391,191,158,60
2025-07-17 00:00:00+00:00,365,190,128,38
2025-07-18 00:00:00+00:00,250,118,99,32
2025-07-19 00:00:00+00:00,138,64,34,24
2025-07-20 00:00:00+00:00,179,71,22,15
2025-07-21 00:00:00+00:00,350,155,106,44
2025-07-22 00:00:00+00:00,380,159,159,58
2025-07-23 00:00:00+00:00,377,179,74,42
2025-07-24 00:00:00+00:00,370,189,87,40
2025-07-25 00:00:00+00:00,264,124,128,54
2025-07-26 00:00:00+00:00,147,53,34,14
2025-07-27 00:00:00+00:00,218,74,29,15
2025-07-28 00:00:00+00:00,281,145,71,35
