time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-12 00:00:00+00:00,201,106,45,39
2026-08-13 00:00:00+00:00,330,103,43,34
2026-08-14 00:00:00+00:00,229,95,48,30
2026-08-15 00:00:00+00:00,381,69,28,27
2026-08-16 00:00:00+00:00,221,79,20,19
2026-08-17 00:00:00+00:00,277,96,40,18
2026-08-18 00:00:00+00:00,201,105,38,30
2026-08-19 00:00:00+00:00,195,118,44,37
2026-08-20 00:00:00+00:00,207,117,53,35
2026-08-21 00:00:00+00:00,237,124,50,24
2026-08-22 00:00:00+00:00,149,102,23,18
2026-08-23 00:00:00+00:00,214,161,39,30
2026-08-24 00:00:00+00:00,203,139,72,44
2026-08-25 00:00:00+00:00,198,120,43,41
