time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-30 00:00:00+00:00,774,36,428,33
2024-12-31 00:00:00+00:00,402,30,36,13
2025-01-01 00:00:00+00:00,1111,45,473,15
2025-01-02 00:00:00+00:00,813,46,306,40
2025-01-03 00:00:00+00:00,633,38,357,32
2025-01-04 00:00:00+00:00,1689,46,537,33
2025-01-05 00:00:00+00:00,665,31,313,24
2025-01-06 00:00:00+00:00,548,38,381,58
2025-01-07 00:00:00+00:00,393,26,230,62
2025-01-08 00:00:00+00:00,660,49,429,62
2025-01-09 00:00:00+00:00,481,41,462,89
2025-01-10 00:00:00+00:00,853,57,742,66
2025-01-11 00:00:00+00:00,596,40,335,24
2025-01-12 00:00:00+00:00,663,38,301,22
