time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-23 00:00:00+00:00,1013,97,802,68
2022-11-24 00:00:00+00:00,601,95,756,80
2022-11-25 00:00:00+00:00,563,87,514,47
2022-11-26 00:00:00+00:00,282,65,93,22
2022-11-27 00:00:00+00:00,205,50,54,20
2022-11-28 00:00:00+00:00,410,68,453,87
2022-11-29 00:00:00+00:00,593,85,782,89
2022-11-30 00:00:00+00:00,528,87,467,96
2022-12-01 00:00:00+00:00,721,83,674,111
2022-12-02 00:00:00+00:00,591,80,583,77
2022-12-03 00:00:00+00:00,291,68,116,30
2022-12-04 00:00:00+00:00,212,52,111,39
2022-12-05 00:00:00+00:00,562,83,511,69
2022-12-06 00:00:00+00:00,518,83,439,65
