time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-17 00:00:00+00:00,275,98,22,11
2022-12-18 00:00:00+00:00,226,70,81,24
2022-12-19 00:00:00+00:00,356,93,405,56
2022-12-20 00:00:00+00:00,565,145,330,68
2022-12-21 00:00:00+00:00,479,121,566,80
2022-12-22 00:00:00+00:00,763,125,572,76
2022-12-23 00:00:00+00:00,323,99,324,52
2022-12-24 00:00:00+00:00,277,95,102,19
2022-12-25 00:00:00+00:00,204,63,52,20
2022-12-26 00:00:00+00:00,180,38,117,28
2022-12-27 00:00:00+00:00,196,45,187,50
2022-12-28 00:00:00+00:00,183,48,231,47
2022-12-29 00:00:00+00:00,195,49,225,66
2022-12-30 00:00:00+00:00,191,46,142,33
