time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-18 00:00:00+00:00,3720,61,708,85
2023-12-19 00:00:00+00:00,3426,70,664,96
2023-12-20 00:00:00+00:00,3706,64,422,87
2023-12-21 00:00:00+00:00,3482,56,688,78
2023-12-22 00:00:00+00:00,3633,71,535,74
2023-12-23 00:00:00+00:00,3359,22,58,22
2023-12-24 00:00:00+00:00,3383,27,71,20
2023-12-25 00:00:00+00:00,3407,26,105,24
2023-12-26 00:00:00+00:00,3343,20,294,39
2023-12-27 00:00:00+00:00,3433,36,277,58
2023-12-28 00:00:00+00:00,3484,49,437,50
2023-12-29 00:00:00+00:00,3453,46,287,53
2023-12-30 00:00:00+00:00,3497,40,299,40
2023-12-31 00:00:00+00:00,3069,25,67,25
