time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-19 00:00:00+00:00,2694,34,76,25
2024-05-20 00:00:00+00:00,2632,121,271,64
2024-05-21 00:00:00+00:00,3083,118,325,80
2024-05-22 00:00:00+00:00,2976,77,414,79
2024-05-23 00:00:00+00:00,3086,92,375,88
2024-05-24 00:00:00+00:00,3215,91,332,64
2024-05-25 00:00:00+00:00,2868,26,148,22
2024-05-26 00:00:00+00:00,2890,36,71,24
2024-05-27 00:00:00+00:00,3027,86,292,71
2024-05-28 00:00:00+00:00,3099,109,386,73
2024-05-29 00:00:00+00:00,3187,143,306,79
2024-05-30 00:00:00+00:00,3026,105,374,77
2024-05-31 00:00:00+00:00,2888,138,280,74
2024-06-01 00:00:00+00:00,2541,84,179,11
