time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-24 00:00:00+00:00,5268,107,870,127
2023-07-25 00:00:00+00:00,6493,131,868,107
2023-07-26 00:00:00+00:00,6229,118,979,114
2023-07-27 00:00:00+00:00,5982,131,682,106
2023-07-28 00:00:00+00:00,5857,122,649,94
2023-07-29 00:00:00+00:00,5557,71,186,35
2023-07-30 00:00:00+00:00,5480,67,157,42
2023-07-31 00:00:00+00:00,5791,117,663,102
2023-08-01 00:00:00+00:00,5624,123,1050,129
2023-08-02 00:00:00+00:00,4540,122,1523,139
2023-08-03 00:00:00+00:00,4404,127,1258,136
2023-08-04 00:00:00+00:00,4663,129,739,99
2023-08-05 00:00:00+00:00,4332,75,115,35
2023-08-06 00:00:00+00:00,3927,73,126,25
