time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-28 00:00:00+00:00,3546,124,288,37
2023-05-29 00:00:00+00:00,3216,130,314,57
2023-05-30 00:00:00+00:00,5901,196,922,95
2023-05-31 00:00:00+00:00,8996,182,946,123
2023-06-01 00:00:00+00:00,8377,158,930,107
2023-06-02 00:00:00+00:00,7675,132,438,76
2023-06-03 00:00:00+00:00,7445,121,73,23
2023-06-04 00:00:00+00:00,7073,119,116,34
2023-06-05 00:00:00+00:00,8845,166,1611,110
2023-06-06 00:00:00+00:00,9155,172,711,106
2023-06-07 00:00:00+00:00,9171,182,1037,97
2023-06-08 00:00:00+00:00,7507,169,560,109
2023-06-09 00:00:00+00:00,7762,151,641,81
2023-06-10 00:00:00+00:00,6426,111,54,23
